,link,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
996,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-2014-692520430,vwvolkswagen,33990,sedã,voyage,manual,2014,65000,1,flex,hidráulica,cinza,sim,voyage 1.0 1.0 city mi total flex 8v 4p,4 portas,ipva pago,0,0
997,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-2012-2013-736621447,vwvolkswagen,18000,hatch,gol,manual,2013,86000,1,flex,hidráulica,preto,não,gol  novo  1.0 mi total flex 8v 2p,4 portas,ipva pago,0,0
998,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_troco-ou-vendo-gol-g5-2014-15-basico-por-saveiro-ou-fiat-strada-718724066,vwvolkswagen,18000,passeio,gol,manual,2014,550000,1,flex,mecnica,prata,sim,gol 1.0 plus 16v 2p,2 portas,0,"air bag, som",0
999,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-fox-1-6-mi-highline-8v-flex-4p-manual-731990525,vwvolkswagen,33890,passeio,fox,manual,2014,32000,1.6,flex,elétrica,cinza,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
1000,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_assumo-financiamento-de-carro-729104280,vwvolkswagen,30000,passeio,gol,manual,2014,38000,1.6,flex,hidráulica,outra,não,gol 1.0 trend  power 8v 2p,4 portas,financiado,"vidro elétrico, trava elétrica, ar condicionado, som",0
1001,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-5-se-plus-2018--entrada-parcelas-fixas-de-r-799-00-734769624,ford,37900,sedã,ka,manual,2018,39000,1.5,flex,elétrica,branco,sim,ka 1.5 se plus 12v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
1002,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-rock-in-rio-730034538,vwvolkswagen,38900,passeio,fox,manual,2016,42200,0,flex,elétrica,branco,sim,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1003,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ecosport-freestyle-automatica-top-de-linha-impecavel-688581569,ford,58900,suv,ecosport,automático,2017,50000,1.6,flex,elétrica,prata,sim,ecosport freestyle 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1004,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_carro-ford-fusion-preto-732311574,ford,62500,sedã,fusion,automático,2013,55000,2.02.9,flex,elétrica,preto,não,fusion se 2.5 i vct flex 16v aut.,4 portas,financiado,"air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1005,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-ou-troco-727133490,vwvolkswagen,30000,hatch,gol,manual,2017,39000,1,flex,hidráulica,branco,sim,gol trendline 1.0 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1006,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-freestyle-732771798,ford,39500,suv,ecosport,manual,2013,92000,1.6,flex,elétrica,prata,não,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
1007,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-2016-2016-1-5-sigma-flex-sel-manual-705367537,ford,36900,passeio,ka,manual,2016,39000,0,flex,0,0,0,ka 1.5 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
1008,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-hatch-1-0-2014-venda-ou-troca-729911151,ford,22800,hatch,fiesta,manual,2014,95000,1,flex,hidráulica,preto,sim,fiesta se 1.0 8v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
1009,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-2014-aceito-trocas-c-723057428,ford,19000,0,fiesta,manual,2014,68000,1,flex,hidráulica,prata,0,fiesta se 1.0 8v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré",1
1010,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-g5-1-0-trend-2013-733074351,vwvolkswagen,22900,0,gol,manual,2013,74000,0,flex,0,0,sim,0,0,0,0,0
1011,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-5-sel-16v-flex-4p-manual-707309534,ford,34890,passeio,ka,manual,2018,32000,1.5,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
1012,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-jetta-1-4-250-tsi-total-2018-735111090,vwvolkswagen,90100,0,jetta,automático,2018,29312,0,flex,0,0,0,jetta r line 250 tsi 1.4 flex 16v aut.,4 portas,0,"air bag, trava elétrica, ar condicionado, direção hidráulica",0
1013,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vw-fox-1-0-ano-2013-completo-rarissimo-estado-665065100,vwvolkswagen,26900,passeio,fox,manual,2013,50000,1,flex,hidráulica,vermelho,não,fox trendline 1.0 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1014,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-2014-2015-1-6-freestyle-16v-flex-4p-manual-731474254,ford,46900,passeio,ecosport,manual,2015,74015,0,flex,0,0,0,ecosport freestyle 1.6 16v flex 5p,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",0
1015,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-707306430,ford,35500,hatch,fiesta,automático,2016,47000,1.6,flex,elétrica,branco,não,titanium 1.6 powershift aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1016,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_polo-1-6-msi-2018-2018-estado-de-novo-garantia-de-fabrica-736527624,vwvolkswagen,51900,hatch,polo,manual,2018,20560,1.6,flex,hidráulica,preto,0,polo 1.6 msi flex 16v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",0
1017,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-polo-comfortline-2018-200tsi-731996015,vwvolkswagen,57000,passeio,polo,automático,2018,30000,1,flex,hidráulica,vermelho,sim,polo comfort. 200 tsi 1.0 flex 12v aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1018,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vw-tiguan-2-0-tsi-r-line-2014-675355762,vwvolkswagen,74900,suv,tiguan,automático,2014,71151,2.02.9,flex,hidráulica,prata,sim,tiguan 2.0 tsi 16v 200cv tiptronic 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1019,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-trendline-1-6-completo-prata-2018-ipva-2020-gratis-556433417,vwvolkswagen,36900,hatch,gol,manual,2018,44000,1.6,flex,hidráulica,prata,0,gol trendline 1.6 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
1020,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-seda-16-17-733897948,ford,28000,sedã,ka,manual,2017,115,1.5,flex,elétrica,branco,sim,ka  sedan 1.5 16v flex 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
1021,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-rock-in-rio-1-6-726021952,vwvolkswagen,38900,hatch,fox,manual,2016,58560,1.6,flex,elétrica,prata,0,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
1022,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-2-0-seda-titanium-automatico-top-de-linha-723904250,ford,48000,sedã,focus,automático,2015,56000,2.02.9,flex,elétrica,preto,não,focus sed. ti. ti.plus 2.0 16v flex  aut,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1023,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_new-fiesta-2017-se-1-6-muito-novo-ipva-2020-gratis-730248027,ford,38900,0,fiesta,manual,2017,50000,1.6,flex,elétrica,0,0,fiesta se 1.6 16v flex 5p,4 portas,ipva pago,0,0
1024,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_upi-ano-2015-comprou-levou-731009028,vwvolkswagen,25900,hatch,up,manual,2015,78003,1,flex,hidráulica,branco,sim,up  take 1.0 total flex 12v 5p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1025,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_new-fiesta-hatch-1-6-16v-power-shift-sel-675912014,ford,45990,hatch,fiesta,automático,2017,27473,0,flex,0,0,0,fiesta sel 1.6 16v flex  aut. 5p,2 portas,0,0,0
1026,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_passo-um-carro-718295498,vwvolkswagen,10000,hatch,gol,manual,2014,120000,1,flex,hidráulica,preto,não,gol  novo  1.0 mi total flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1027,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_carro-732800536,ford,39000,hatch,focus,automático,2013,51000,2.02.9,flex,elétrica,vermelho,não,focus 2.0 16v se se plus flex 5p aut.,4 portas,financiado,0,0
1028,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_new-fiesta-2014-1-5-flex-716378043,ford,29900,hatch,fiesta,manual,2014,50000,1.5,flex,hidráulica,preto,não,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1029,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-vw-fox-1-6-geracao-ii-flex-automatico-completo-2013-2013-728141490,vwvolkswagen,23900,hatch,fox,automático,2013,127000,1.6,flex,hidráulica,preto,sim,fox 1.6 mi i motion total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1030,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-completo-de-tudo-736417740,vwvolkswagen,22500,sedã,voyage,manual,2013,130000,1,flex,hidráulica,vermelho,0,voyage  trendline 1.0 t.flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
1031,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-comfortline-2016-738399668,vwvolkswagen,31990,hatch,fox,manual,2016,67000,1,flex,hidráulica,branco,não,fox comfortline 1.0 flex 8v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1032,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-1-5-unico-dono-14-14-725864278,ford,30000,hatch,fiesta,manual,2014,41000,1.5,flex,0,branco,não,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1033,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-up-1-0-move-12v-flex-4p-manual-2016-2016-723332571,vwvolkswagen,31900,passeio,up,manual,2016,38000,1,flex,hidráulica,prata,não,up  move 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1034,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-urgente-ford-ecosport-1-6-2017-2017-flex-4-p-717804661,ford,64900,passeio,ecosport,manual,2017,40000,1.6,flex,elétrica,preto,sim,ecosport se 1.6 16v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
1035,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-new-fiesta-s-hatch-1-5-sugestao-entrada-7500-48x-589-00-fixas-735714783,ford,26900,hatch,fiesta,manual,2014,62300,1.5,flex,hidráulica,preto,sim,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1036,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vw-up-take-muito-novo-unico-dono-financiamos-sem-comprovacao-de-renda-709043004,vwvolkswagen,25900,hatch,up,manual,2015,0,1,flex,elétrica,prata,sim,up  take 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
1037,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-spacefox-1-6-8v-trend-totalflex-4p-723763516,vwvolkswagen,32900,0,spacefox,manual,2013,104000,0,flex,hidráulica,0,0,spacefox 1.6  1.6 trend total flex 8v 5p,0,0,"vidro elétrico, air bag, ar condicionado, alarme",0
1038,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-5-se-16v-flex-4p-manual-727185035,ford,41900,passeio,ka,manual,2018,0,1.5,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, alarme",0
1039,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-ou-troco-723057534,vwvolkswagen,30500,hatch,up,manual,2015,110,1,flex,hidráulica,vermelho,sim,up  high i motion 1.0 t. flex 12v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1040,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-2016-unico-dono-722615428,vwvolkswagen,31900,sedã,voyage,automático,2016,100000,1.6,flex,hidráulica,preto,não,voyage i motion comf hghli.1.6 t.flex 8v,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1041,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-1-5-s-hatch-16v-flex-4p-manual-734008696,ford,32900,passeio,fiesta,manual,2015,42000,1.5,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
1042,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-voyage-trend-completo-peq-entrada-48x-549-99-fixas-717123199,vwvolkswagen,24900,0,voyage,manual,2013,69700,1,flex,hidráulica,0,0,voyage  trendline 1.0 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
1043,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_up-move-manual-2017-oportunidade-falar-c-rose-luna-raion-mitsubishi-736017204,vwvolkswagen,32882,passeio,up,manual,2017,52000,1,flex,hidráulica,vermelho,sim,up  move i motion 1.0 t. flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
1044,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_jetta-tsi-2-0-2014-com-ipva-2020-pago-44-900-728959864,vwvolkswagen,44900,sedã,0,automático,2014,56000,2.02.9,flex,hidráulica,preto,sim,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1045,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_gol-g6-1-0-completo-financio-sem-entrada-737558970,vwvolkswagen,25900,pickup,gol,manual,2013,83000,1,flex,hidráulica,branco,sim,gol  novo  1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",0
1046,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_passo-financiamento-729290483,vwvolkswagen,13000,hatch,gol,manual,2016,92000,1.6,flex,hidráulica,prata,sim,gol 1.6 mi plus total flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
1047,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fusion-2-0-titanium-awd-16v-gasolina-4p-automatico-737289487,ford,105900,passeio,fusion,automático,2017,27000,2.02.9,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
1048,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-jetta-1-4-250-tsi-total-2018-729593697,vwvolkswagen,89480,0,jetta,automático,2018,18935,0,flex,0,0,0,jetta comfortline 1.4 tsi 16v 4p aut.,4 portas,0,"air bag, trava elétrica, ar condicionado, direção hidráulica",0
1049,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-fox-connect-1-6-672602669,vwvolkswagen,42900,0,fox,manual,2018,18910,0,flex,0,0,0,fox 1.6 mi total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
1050,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-fiesta-1-0-rocam-hatch-8v-flex-4p-manual-733777812,ford,20990,passeio,fiesta,manual,2013,98000,1,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, alarme",1
1051,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ecosport-1-6-se-aut-2017-735391195,ford,49990,suv,ecosport,automático,2017,104000,1.6,flex,elétrica,branco,não,ecosport se 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1052,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-rock-in-rio-2016-55-000km-723298617,vwvolkswagen,36000,hatch,fox,manual,2016,55000,1.6,flex,elétrica,vermelho,sim,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
1053,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-fox-1-0-mpi-trendline-12v-flex-4p-manual-701838953,vwvolkswagen,33990,0,fox,manual,2016,54000,0,flex,0,0,0,0,4 portas,0,"vidro elétrico, ar condicionado",0
1054,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-ka-1-5-sel-16v-flex-4p-manual-680328208,ford,34890,passeio,ka,manual,2018,32000,1.5,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
1055,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-up-run-1-0-728785367,vwvolkswagen,32900,hatch,up,semiautomático,2017,40090,1,flex,hidráulica,prata,não,up  run i motion 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
1056,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fox-1-0-ano-2014-733004272,vwvolkswagen,25900,hatch,fox,manual,2014,50000,1,flex,hidráulica,branco,não,fox trendline 1.0 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
1057,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vendo-ford-focus-2-0-se-plus-2014-714262567,ford,42300,sedã,focus,automático,2014,77000,2.02.9,flex,assistida,preto,0,focus fastback se se plus 2.0 flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
1058,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-up-1-0-mpi-take-up-12v-flex-4p-manual-663500424,vwvolkswagen,28792,passeio,up,manual,2017,6141,1,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
1059,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ford-focus-2-0-glx-16v-flex-4p-manual-735455208,ford,29900,passeio,focus,manual,2013,0,2.02.9,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
1060,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-1-0-g5-723640872,vwvolkswagen,24900,hatch,voyage,manual,2013,74154,0,flex,0,0,0,voyage trendline 1.0 t.flex 12v 4p,2 portas,0,0,1
1061,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_fiesta-726022454,ford,22000,hatch,fiesta,manual,2013,60000,1.6,flex,hidráulica,vermelho,não,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
1062,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-se-1-5-automatico-16-17-727534182,ford,45900,suv,ecosport,automático,2017,0,1.5,flex,elétrica,branco,não,ecosport se direct 1.5 flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
1063,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_ecosport-se-1-6-flex-2015-mec-720945799,ford,46000,suv,ecosport,manual,2015,76000,1.6,flex,elétrica,branco,sim,ecosport se 1.6 16v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
1064,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_vw-up-tsi-2017-cross-turbo-top-de-linha-720608665,vwvolkswagen,39900,hatch,up,manual,2017,35000,1,flex,elétrica,branco,não,up  cross 1.0 tsi total flex 12v 5p,4 portas,ipva pago,0,0
1065,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_saveiro-cab-dupla-2016-rock-in-rio-completissima-706720057,vwvolkswagen,46887,0,saveiro,manual,2016,58000,1.6,flex,hidráulica,0,0,saveiro rock in rio 1.6 total flex 8v cd,0,0,0,0
1066,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-crossfox-1-6-8v-flex-4p-manual-686024693,vwvolkswagen,26800,passeio,crossfox,manual,2013,58000,1.6,flex,hidráulica,vermelho,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
1067,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_voyage-1-0-13-13-cinza-metalico-717076509,vwvolkswagen,23000,sedã,voyage,manual,2013,73500,1,flex,hidráulica,cinza,não,voyage 1.0 flex 12v 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",1
1068,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_volkswagen-up-1-0-tsi-move-up-12v-723829588,vwvolkswagen,43990,passeio,up,manual,2017,33000,0,flex,0,0,0,up  move 1.0 total flex 12v 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",0
1069,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/link_spacefox-trend-gii-2012-2013-726080487,vwvolkswagen,28500,0,spacefox,manual,2013,116000,0,flex,0,vermelho,não,spacefox 1.6 trendline total flex 8v 5p,0,ipva pago,0,1
